tweets_id,text,author_id,username,user_created_time,user_location,user_name,user_description,geo_place_id,geo_country_code,geo_place_type,geo_full_name,geo_bbox,geo_country,geo_name,date
811391149420249088,"@TIMENOUT    TRUMP MAKES IT COOL AGAIN to""SLOW DOWN AND LOVE ""GOD-SELF-OTHERS-COUNTRY.
https://t.co/yOCykMGiwz",2291617897,SlowDownandLove,2014-01-14T19:47:22.000Z,FREE DOWN LOAD OF VOLUME 1 AT,Ted Torok,"My FREE e-book will help avoid poor choices in an evil world. ""What do you have to loose?""",3b98b02fba3f9753,US,admin,"North Carolina, USA","[-84.3219475, 33.752879, -75.40012, 36.588118]",Etats-Unis,North Carolina,2016-12-21
811391149143302148,You are so right Rachel there is a war on Christianity and on the western civilization God bless us all. Thank you so much President Trump https://t.co/h3ymv48FjO,2243901888,danaceballos8,2013-12-13T13:20:29.000Z,"California, USA",Dana Ceballos,"Mother Of 8 Wonderful Kids. I’m a Black Hispanic Christian conservative, and a Proud Grandmother of 5 ANGELS. AMERICA FIRST & GOD BLESS AMERICA ❤️️🇺🇸❤️🙏🏻",ef74afb7ccba74d6,US,city,"Placentia, CA","[-117.8848644, 33.8537551, -117.816285, 33.91009]",Etats-Unis,Placentia,2016-12-21
811391145389551616,@ABC Sure; and Trump has no shot at the presidency. When will you learn?  Merkel and her immigration policies will take a big hit.,1852278366,tw2143,2013-09-10T19:28:04.000Z,Massachusetts,Tom Walker,"Patriots, Red Sox, Celtics",00eb2ad606dfb823,US,city,"North Scituate, MA","[-70.796635, 42.196661, -70.736235, 42.254395]",Etats-Unis,North Scituate,2016-12-21
811391095066296320,PRE ELECTION- Little David is fighting a giant Goliath! POST ELECTION- Little Goliath is now fighting a big David!,809028284285677568,j2underwood,2016-12-14T13:32:28.000Z,USA,Majority,"One Of Many Hard Working, Honest, Dependable, Blue Collar Conservative Americans, Standing Up For Families Against Liberalism, Elites and New World Order!",bd3d2074a33fbd06,US,admin,"Oklahoma, USA","[-103.0026515, 33.615765, -94.431332, 37.002328]",Etats-Unis,Oklahoma,2016-12-21
811391087780696064,Such a great team at @TeenVogue that does exceptional work  https://t.co/whRiJykhVt,83542177,BethLynkDC,2009-10-19T07:04:11.000Z,Washington D.C.,Beth Lynk,"Health Care Comms | Storyteller. Organizer. Justice Fighter. Fmr Director of @CensusCounts at @CivilRightsOrg, Alum of @PPFA / @PPACT - Words are my own",01fbe706f872cb32,US,city,"Washington, DC","[-77.119401, 38.801826, -76.909396, 38.9953797]",Etats-Unis,Washington,2016-12-21
811391041853161472,"#BetsyDevos,Trump's unqualified Sec. Edu, her brother is founder of Blackwater. https://t.co/IWZMBsBzCG",1626129372,kbhomesleak,2013-07-27T19:32:14.000Z,"Florida, East Coast beach town",Abby,"Former nurse, former real estate appraiser, artist/painter , gardener, widowed after 45 years. Love to travel, new people, new cultures, food, music.",4ec01c9dbc693497,US,admin,"Florida, USA","[-87.634643, 24.396308, -79.974307, 31.001056]",Etats-Unis,Florida,2016-12-21
811391017333194752,"@realDonaldTrump you mean, the media reporting on Russian hacking. Don't confuse foreign govts inserting themselves n2 election w/ your win",14682863,AtlantaTodd,2008-05-07T03:49:40.000Z,"Atlanta, GA",Todd Brunsvold,,8173485c72e78ca5,US,city,"Atlanta, GA","[-84.576827, 33.6475029, -84.289385, 33.8868859]",Etats-Unis,Atlanta,2016-12-21
811391009754140672,"@Pinkcloud15 @TrumpAgainst So, now Trump's evil sons are collecting millions to hunt endangered animals? Damn them! May they be hunted👹",20892776,ButtercupMitz,2009-02-15T04:32:29.000Z,,Shieldmaiden,,b7d2f2aac00a5feb,US,city,"Springdale, NJ","[-75.000521, 39.8601989, -74.929542, 39.899878]",Etats-Unis,Springdale,2016-12-21
811390854908837888,#IStandWithMoore because he's the only Baptist who makes me want to stay a Baptist since this election. https://t.co/9uLXSyYPAe,38234449,Lead_thru_Love,2009-05-06T17:49:33.000Z,,Bethany Gullion,•Learner•Educator•School Administrator•Equity Advocate•Views My Own•,512a8a4a4c4b4be0,US,city,"Charlotte, NC","[-81.046876, 35.001706, -80.646695, 35.416412]",Etats-Unis,Charlotte,2016-12-21
811390853721817090,"Gone January!

Lucifer Obama
No hope flotus Michelle
Harry Reid

In January 20th

Donald Trump
Mike pence
House
Senate
Supreme Court

#MAGA",709445066209808384,franselb,2016-03-14T18:24:19.000Z,,deplorable fran,"gun advocate, constitutionalist,  Trump train  1stA 2ndA country music, rock music NASCAR, and philly eagles! love my country, Trump supporter!",878041494911ce4f,US,city,"Lansdale, PA","[-75.303353, 40.222978, -75.254299, 40.261341]",Etats-Unis,Lansdale,2016-12-21
